uid,domainID,siteID,namedLocation,passStartTime,passEndTime,boutEndDate,eventID,passNumber,specimenNumber,taxonID,scientificName,taxonRank,morphospeciesID,morphospeciesIDRemarks,identificationQualifier,identificationReferences,fishTotalLength,fishWeight,samplerType,delt,efMortality,efInjury,fishLifeStage,sampleTypeCollected,voucherSampleID,voucherSampleCode,dnaSampleID,dnaSampleCode,identifiedBy,remarks,dataQF,barrierSubReach,publicationDate,release
28957973-9ac9-427b-add0-f8df22b49cfc,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,34,SALTRU,Salmo trutta,species,NA,NA,NA,NA,86,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
a09eaf78-a61c-406b-8deb-15ef9d3279fd,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,9,SALTRU,Salmo trutta,species,NA,NA,NA,NA,89,8,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
d0fb173a-21df-4289-b0de-0ffe7802caef,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,7,SALTRU,Salmo trutta,species,NA,NA,NA,NA,86,5,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
38de9caf-768e-4d5b-b431-18522088f7f0,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,50,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,64,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
4ff57a07-e725-407e-b558-369007db44eb,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,47,SALTRU,Salmo trutta,species,NA,NA,NA,NA,89,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
f818e526-1306-40d1-b0a7-ccaeef538ffe,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,57,SALTRU,Salmo trutta,species,NA,NA,NA,NA,52,0.3,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
f0ab02f8-6c90-404d-8323-21eeeb62e7ab,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,41,SALTRU,Salmo trutta,species,NA,NA,NA,NA,72,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
64e16c6a-820c-4edc-b7aa-8355304c173d,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,49,SALTRU,Salmo trutta,species,NA,NA,NA,NA,82,5,electrofisher,NA,NA,NA,juvenile,dna sample only,FSH.BIGC.02.20181016.1.0049,NA,FSH.BIGC.02.20181016.1.0049.DNA,D00000030208,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
d044938c-bec1-4c1f-bae9-135ee7f9bab8,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,51,SALTRU,Salmo trutta,species,NA,NA,NA,NA,92,8,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
c6483f33-6958-4fbd-ad0f-d26ef108fb93,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,13,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,67,2,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
7bac7aba-0fd5-4ef5-9977-7aa1b58f1cbd,D17,BIGC,BIGC.AOS.fish.point.02,2018-10-16T17:10:00Z,2018-10-16T18:42:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,2,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
97a32c09-21a2-4883-9920-7ac8c35c0de3,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,46,SALTRU,Salmo trutta,species,NA,NA,NA,NA,79,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
bb7e04b3-a886-4bf0-8598-3417ec00cf61,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,28,SALTRU,Salmo trutta,species,NA,NA,NA,NA,79,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
f048c972-9136-4837-ac76-66c853add4a6,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,6,SALTRU,Salmo trutta,species,NA,NA,NA,NA,91,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
4d6be047-720d-4ee9-8b37-a795bf900c8d,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,36,SALTRU,Salmo trutta,species,NA,NA,NA,NA,90,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
27058bd4-fd79-455c-9564-a10f445ce5c4,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,19,SALTRU,Salmo trutta,species,NA,NA,NA,NA,81,5,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
0d5a06bc-4eb1-49b5-a768-a29eaf99b87c,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,34,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,70,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
0c7b7864-3b78-4143-89e7-3692bdf49961,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,37,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,74,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
9f7c1e42-51c6-46d1-a1a8-ab2f3fb4c3a5,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,29,SALTRU,Salmo trutta,species,NA,NA,NA,NA,70,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
7b48f66f-2b50-4b83-a155-3c6bd055d91b,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,42,SALTRU,Salmo trutta,species,NA,NA,NA,NA,81,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
92d3cff0-4958-48e3-8d95-dc763d06dd2e,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,20,SALTRU,Salmo trutta,species,NA,NA,NA,NA,85,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
1e862f43-452c-45d4-9a97-238b59964194,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,26,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
4af8dff6-e39f-44fd-bf8c-83034aef1b79,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,21,SALTRU,Salmo trutta,species,NA,NA,NA,NA,61,2,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
71d877be-9416-4c5f-8526-ec53d3c117ba,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,25,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,143,24,electrofisher,NA,NA,NA,juvenile,dna sample only,FSH.BIGC.03.20181016.1.0025,NA,FSH.BIGC.03.20181016.1.0025.DNA,D00000030209,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
6a56d1e9-e25f-48bb-9a31-a01f704805ec,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,51,SALTRU,Salmo trutta,species,NA,NA,NA,NA,207,85,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
bc9827a7-2da2-46a4-ace2-32ffd330e618,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,43,SALTRU,Salmo trutta,species,NA,NA,NA,NA,74,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
e4e7a1f2-5315-47b5-8a6f-dc22c8657afa,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,16,SALTRU,Salmo trutta,species,NA,NA,NA,NA,79,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
0530d608-2c2d-4c48-816e-4797737643d2,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,40,SALTRU,Salmo trutta,species,NA,NA,NA,NA,76,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
c4e3d518-9836-4ea9-9b35-86cb9268361c,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,31,SALTRU,Salmo trutta,species,NA,NA,NA,NA,78,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
c3ac5ba2-78d0-4b88-9e0b-73bfad489a6a,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,50,SALTRU,Salmo trutta,species,NA,NA,NA,NA,69,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
ffd15ffe-77d7-4ca6-b624-ddc5b774dffd,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,27,SALTRU,Salmo trutta,species,NA,NA,NA,NA,82,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
31a8e64e-8ed3-4f83-99d0-497323b006bb,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,52,SALTRU,Salmo trutta,species,NA,NA,NA,NA,74,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
16a1a015-4b2d-4826-9b0e-a119a89453dd,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,13,SALTRU,Salmo trutta,species,NA,NA,NA,NA,68,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
21e7c52c-11be-49ba-ae6b-5e4be1cf8637,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,33,SALTRU,Salmo trutta,species,NA,NA,NA,NA,76,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
c8d3aeda-19a0-4506-ba2d-254b83ba40f8,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,38,SALTRU,Salmo trutta,species,NA,NA,NA,NA,61,3,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
fa0776c1-3c92-43cb-a853-f9bfa75ef8a1,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,3,SALTRU,Salmo trutta,species,NA,NA,NA,NA,215,102,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
5024f0f6-573b-4e10-9cc8-cda650b5396d,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,10,SALTRU,Salmo trutta,species,NA,NA,NA,NA,72,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
c87b48e2-6112-4a71-943d-8b5cca7891d9,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,53,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,69,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
c36e2aca-2e44-4219-b4f5-fbbfc2476536,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,49,SALTRU,Salmo trutta,species,NA,NA,NA,NA,65,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
99f82f18-1373-4aca-8fdf-9663cc8bead0,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,44,SALTRU,Salmo trutta,species,NA,NA,NA,NA,60,3,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
af100698-8e8b-4c4f-9d6f-bd386eff058d,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,12,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,5,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
0c120a9e-02b9-4b7f-bd2c-618b04979cbb,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,47,SALTRU,Salmo trutta,species,NA,NA,NA,NA,84,6,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
9748c7fb-d044-4337-b7ba-44bd37c4df8d,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,5,SALTRU,Salmo trutta,species,NA,NA,NA,NA,100,10,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
5c9a8855-686e-44f0-96b8-cf0777dcbb81,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,39,SALTRU,Salmo trutta,species,NA,NA,NA,NA,178,46,electrofisher,NA,NA,NA,juvenile,dna sample only,FSH.BIGC.03.20181016.1.0039,NA,FSH.BIGC.03.20181016.1.0039.DNA,D00000030210,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
fda9a103-5241-45b8-8342-126038727fb0,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,18,SALTRU,Salmo trutta,species,NA,NA,NA,NA,58,1,electrofisher,NA,NA,NA,young of year,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
a357639d-6ed0-4dc2-a5db-ad9edb4b5572,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,1,SALTRU,Salmo trutta,species,NA,NA,NA,NA,210,83,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
13650a42-e07e-426b-b3ed-82913f6c8ab3,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,30,SALTRU,Salmo trutta,species,NA,NA,NA,NA,82,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
82b2c5b1-880e-4eb5-8048-670ae0901b07,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,54,SALTRU,Salmo trutta,species,NA,NA,NA,NA,78,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
c905ca0c-deca-494f-b6c9-4bd1e927536c,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,32,SALTRU,Salmo trutta,species,NA,NA,NA,NA,66,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
02d13ce2-8a68-427f-a03c-18f56748aaf4,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,41,SALTRU,Salmo trutta,species,NA,NA,NA,NA,90,7,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
3828d3c4-abd9-413c-86c8-53eb7b5fd6f1,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,2,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
02b6ffb3-74de-431b-8c29-33ea8891e298,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,55,SALSP2,Salmonidae sp.,family,NA,NA,NA,NA,68,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
49c44ca0-ebf3-4132-b27d-5bb86386af14,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,22,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
dd5a845b-6f30-4d52-8e4b-fc3c252bd3b1,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,7,SALTRU,Salmo trutta,species,NA,NA,NA,NA,70,3,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
981c6d36-a4fc-4406-bb82-2c646dc90397,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,45,SALTRU,Salmo trutta,species,NA,NA,NA,NA,81,5,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
76062511-45de-456a-bbcc-a450877e71de,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,48,SALTRU,Salmo trutta,species,NA,NA,NA,NA,91,7,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
e3bc6d1b-3009-4d50-9801-566b8224b8b7,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,23,SALTRU,Salmo trutta,species,NA,NA,NA,NA,76,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
7a849151-4ba6-46f7-9580-1812da51dea7,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,11,SALTRU,Salmo trutta,species,NA,NA,NA,NA,75,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
68802c99-77ef-4b67-b283-7b3d16c93dd6,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,24,SALTRU,Salmo trutta,species,NA,NA,NA,NA,198,76,electrofisher,NA,NA,NA,adult,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
d72d1723-3639-47db-b07e-6afb578e6920,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,4,SALTRU,Salmo trutta,species,NA,NA,NA,NA,73,4,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
3c41fb03-b809-496d-9153-477d9e9f5ba4,D17,BIGC,BIGC.AOS.fish.point.03,2018-10-16T20:27:00Z,2018-10-16T21:40:00Z,2018-10-18T21:03:00Z,BIGC.2018.fall,1,15,SALTRU,Salmo trutta,species,NA,NA,NA,NA,86,5,electrofisher,NA,NA,NA,juvenile,no sample,NA,NA,NA,NA,ecrandall@battelleecology.org,NA,NA,NA,20251205T025814Z,RELEASE-2026
